series_id,game_num,game_time_s,x,z,ward_type,placer_id,side,team,player,role,champion,blue_team,red_team,patch,date
2882795,1,33.103,6394,8558,yellowTrinket,7,Red,HMB,adi1,JGL,XinZhao,CG,HMB,16.1,2026-01-08
2882795,1,33.971,13070,2104,yellowTrinket,9,Red,HMB,Tyrone,BOT,Yunara,CG,HMB,16.1,2026-01-08
2882795,1,34.472,4798,8850,yellowTrinket,2,Blue,CG,Fragola,JGL,Jayce,CG,HMB,16.1,2026-01-08
2882795,1,36.709,8500,4880,yellowTrinket,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,45.525,9092,6022,yellowTrinket,8,Red,HMB,Vigil,MID,Orianna,CG,HMB,16.1,2026-01-08
2882795,1,113.146,3362,11370,yellowTrinket,1,Blue,CG,TheMountain,TOP,Chogath,CG,HMB,16.1,2026-01-08
2882795,1,117.186,8589,2912,yellowTrinket,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,165.922,11572,3792,yellowTrinket,4,Blue,CG,Piskhello,BOT,Corki,CG,HMB,16.1,2026-01-08
2882795,1,168.026,10100,6044,yellowTrinket,7,Red,HMB,adi1,JGL,XinZhao,CG,HMB,16.1,2026-01-08
2882795,1,172.734,11824,4807,yellowTrinket,2,Blue,CG,Fragola,JGL,Jayce,CG,HMB,16.1,2026-01-08
2882795,1,180.915,12060,4500,yellowTrinket,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,193.972,13508,2810,yellowTrinket,4,Blue,CG,Piskhello,BOT,Corki,CG,HMB,16.1,2026-01-08
2882795,1,209.901,3310,11402,yellowTrinket,1,Blue,CG,TheMountain,TOP,Chogath,CG,HMB,16.1,2026-01-08
2882795,1,227.031,6874,5603,yellowTrinket,8,Red,HMB,Vigil,MID,Orianna,CG,HMB,16.1,2026-01-08
2882795,1,250.606,12212,1332,yellowTrinket,9,Red,HMB,Tyrone,BOT,Yunara,CG,HMB,16.1,2026-01-08
2882795,1,262.909,6388,8536,yellowTrinket,3,Blue,CG,Bisgaard,MID,Akali,CG,HMB,16.1,2026-01-08
2882795,1,265.08,3290,11366,yellowTrinket,6,Red,HMB,APP,TOP,KSante,CG,HMB,16.1,2026-01-08
2882795,1,284.948,8564,6312,yellowTrinket,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,314.835,11554,3870,control,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,314.902,12098,4686,yellowTrinket,7,Red,HMB,adi1,JGL,XinZhao,CG,HMB,16.1,2026-01-08
2882795,1,316.672,12156,4460,yellowTrinket,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,360.884,11552,3858,yellowTrinket,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,368.064,8118,5772,yellowTrinket,8,Red,HMB,Vigil,MID,Orianna,CG,HMB,16.1,2026-01-08
2882795,1,375.967,10412,6178,yellowTrinket,4,Blue,CG,Piskhello,BOT,Corki,CG,HMB,16.1,2026-01-08
2882795,1,408.759,3328,11298,yellowTrinket,6,Red,HMB,APP,TOP,KSante,CG,HMB,16.1,2026-01-08
2882795,1,411.931,6302,8498,yellowTrinket,3,Blue,CG,Bisgaard,MID,Akali,CG,HMB,16.1,2026-01-08
2882795,1,438.378,9244,2110,yellowTrinket,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,438.545,9240,2102,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,447.929,3268,11380,yellowTrinket,1,Blue,CG,TheMountain,TOP,Chogath,CG,HMB,16.1,2026-01-08
2882795,1,449.431,10371,2201,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,457.713,11918,1856,yellowTrinket,9,Red,HMB,Tyrone,BOT,Yunara,CG,HMB,16.1,2026-01-08
2882795,1,494.539,8618,5570,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,499.548,12100,4478,yellowTrinket,4,Blue,CG,Piskhello,BOT,Corki,CG,HMB,16.1,2026-01-08
2882795,1,500.283,7596,5022,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,503.288,8532,4836,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,508.13,7886,3448,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,510.034,7816,3616,yellowTrinket,7,Red,HMB,adi1,JGL,XinZhao,CG,HMB,16.1,2026-01-08
2882795,1,511.703,10290,3182,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,529.235,9578,4058,control,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,536.214,11550,3908,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,542.659,1190,12124,yellowTrinket,1,Blue,CG,TheMountain,TOP,Chogath,CG,HMB,16.1,2026-01-08
2882795,1,546.633,13440,2674,yellowTrinket,9,Red,HMB,Tyrone,BOT,Yunara,CG,HMB,16.1,2026-01-08
2882795,1,585.736,10022,6046,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,589.91,10046,6058,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,593.55,9227,3861,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,599.995,9238,3872,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,618.695,10278,2882,control,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,622.869,3304,11380,yellowTrinket,6,Red,HMB,APP,TOP,KSante,CG,HMB,16.1,2026-01-08
2882795,1,638.497,13388,2516,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,649.383,11570,3812,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,673.293,8288,5494,blueTrinket,8,Red,HMB,Vigil,MID,Orianna,CG,HMB,16.1,2026-01-08
2882795,1,676.901,12130,4960,yellowTrinket,6,Red,HMB,APP,TOP,KSante,CG,HMB,16.1,2026-01-08
2882795,1,684.047,13042,2112,yellowTrinket,9,Red,HMB,Tyrone,BOT,Yunara,CG,HMB,16.1,2026-01-08
2882795,1,689.523,9906,4576,control,7,Red,HMB,adi1,JGL,XinZhao,CG,HMB,16.1,2026-01-08
2882795,1,701.512,11772,4766,yellowTrinket,4,Blue,CG,Piskhello,BOT,Corki,CG,HMB,16.1,2026-01-08
2882795,1,709.593,10072,7734,yellowTrinket,3,Blue,CG,Bisgaard,MID,Akali,CG,HMB,16.1,2026-01-08
2882795,1,754.8,6182,8266,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,763.688,11576,3874,control,9,Red,HMB,Tyrone,BOT,Yunara,CG,HMB,16.1,2026-01-08
2882795,1,764.289,11216,5900,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,764.556,3294,11396,yellowTrinket,1,Blue,CG,TheMountain,TOP,Chogath,CG,HMB,16.1,2026-01-08
2882795,1,767.928,11532,3866,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,771.774,8492,4924,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,776.215,3282,11390,yellowTrinket,6,Red,HMB,APP,TOP,KSante,CG,HMB,16.1,2026-01-08
2882795,1,790.411,10648,3012,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,799.929,6322,8490,control,3,Blue,CG,Bisgaard,MID,Akali,CG,HMB,16.1,2026-01-08
2882795,1,805.743,11508,3916,yellowTrinket,9,Red,HMB,Tyrone,BOT,Yunara,CG,HMB,16.1,2026-01-08
2882795,1,815.16,12796,1858,yellowTrinket,4,Blue,CG,Piskhello,BOT,Corki,CG,HMB,16.1,2026-01-08
2882795,1,839.807,8592,6270,control,2,Blue,CG,Fragola,JGL,Jayce,CG,HMB,16.1,2026-01-08
2882795,1,840.609,5628,11010,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,847.761,6658,8996,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,854.206,12200,4426,yellowTrinket,3,Blue,CG,Bisgaard,MID,Akali,CG,HMB,16.1,2026-01-08
2882795,1,857.278,6470,8520,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,862.924,6798,8992,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,864.994,6990,9556,control,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,870.604,6486,8544,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,872.675,6342,8402,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,875.718,5474,9565,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,877.455,5784,9194,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,878.49,2328,9714,blueTrinket,8,Red,HMB,Vigil,MID,Orianna,CG,HMB,16.1,2026-01-08
2882795,1,897.691,10344,2882,yellowTrinket,3,Blue,CG,Bisgaard,MID,Akali,CG,HMB,16.1,2026-01-08
2882795,1,909.111,5236,10003,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,912.15,6278,8272,control,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,921.433,4936,8552,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,929.281,4758,7166,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,932.654,3310,7798,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,941.77,3284,7762,control,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,943.54,3042,9000,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,946.211,3022,8910,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,956.456,8760,6468,blueTrinket,9,Red,HMB,Tyrone,BOT,Yunara,CG,HMB,16.1,2026-01-08
2882795,1,979.504,8506,6194,control,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,987.055,10072,7702,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,992.498,12072,4668,control,8,Red,HMB,Vigil,MID,Orianna,CG,HMB,16.1,2026-01-08
2882795,1,1001.014,9034,6748,control,7,Red,HMB,adi1,JGL,XinZhao,CG,HMB,16.1,2026-01-08
2882795,1,1013.236,1674,12904,yellowTrinket,6,Red,HMB,APP,TOP,KSante,CG,HMB,16.1,2026-01-08
2882795,1,1013.636,7906,5114,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1021.884,7024,6794,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1024.589,8666,6408,control,2,Blue,CG,Fragola,JGL,Jayce,CG,HMB,16.1,2026-01-08
2882795,1,1046.395,10076,6094,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,1046.428,11568,7110,blueTrinket,4,Blue,CG,Piskhello,BOT,Corki,CG,HMB,16.1,2026-01-08
2882795,1,1051.471,6390,8456,control,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1051.537,11125,5947,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,1053.474,4938,8526,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1061.624,3338,11328,control,3,Blue,CG,Bisgaard,MID,Akali,CG,HMB,16.1,2026-01-08
2882795,1,1096.679,1228,12192,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,1103.525,4492,11754,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1103.793,4188,11858,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,1113.591,4416,11624,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,1119.569,4676,9970,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,1133.462,830,7848,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1137.041,2332,9654,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1146.225,10388,3056,blueTrinket,8,Red,HMB,Vigil,MID,Orianna,CG,HMB,16.1,2026-01-08
2882795,1,1175.357,10028,6072,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1177.394,8550,4720,blueTrinket,9,Red,HMB,Tyrone,BOT,Yunara,CG,HMB,16.1,2026-01-08
2882795,1,1179.364,9222,3784,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1182.403,9291,3828,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1190.847,8494,4880,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1193.385,11510,3834,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,1200.765,8522,4838,control,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,1213.922,7842,7786,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,1217.128,8594,6342,control,4,Blue,CG,Piskhello,BOT,Corki,CG,HMB,16.1,2026-01-08
2882795,1,1218.597,11606,7068,blueTrinket,4,Blue,CG,Piskhello,BOT,Corki,CG,HMB,16.1,2026-01-08
2882795,1,1222.972,12188,4444,control,2,Blue,CG,Fragola,JGL,Jayce,CG,HMB,16.1,2026-01-08
2882795,1,1234.392,12918,5846,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,1236.663,11740,5962,control,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1237.498,11224,5158,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1240.042,10950,5060,control,2,Blue,CG,Fragola,JGL,Jayce,CG,HMB,16.1,2026-01-08
2882795,1,1243.916,8888,6602,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1248.357,8325,5761,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1252.366,4886,8658,control,6,Red,HMB,APP,TOP,KSante,CG,HMB,16.1,2026-01-08
2882795,1,1266.3,8504,4870,control,7,Red,HMB,adi1,JGL,XinZhao,CG,HMB,16.1,2026-01-08
2882795,1,1289.278,6434,8434,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1298.462,8532,6216,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,1302.302,8700,6438,control,9,Red,HMB,Tyrone,BOT,Yunara,CG,HMB,16.1,2026-01-08
2882795,1,1306.121,9459,5304,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,1308.824,8500,4708,blueTrinket,8,Red,HMB,Vigil,MID,Orianna,CG,HMB,16.1,2026-01-08
2882795,1,1331.998,9074,3792,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1341.749,9738,2730,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1348.427,10054,6050,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,1351.733,12158,4510,control,2,Blue,CG,Fragola,JGL,Jayce,CG,HMB,16.1,2026-01-08
2882795,1,1366.74,12978,5870,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,1370.249,11427,7486,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,1375.124,10062,7714,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,1379.732,9852,4690,blueTrinket,9,Red,HMB,Tyrone,BOT,Yunara,CG,HMB,16.1,2026-01-08
2882795,1,1398.204,2314,9662,control,6,Red,HMB,APP,TOP,KSante,CG,HMB,16.1,2026-01-08
2882795,1,1414.039,4898,8534,control,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1415.708,3258,7804,control,7,Red,HMB,adi1,JGL,XinZhao,CG,HMB,16.1,2026-01-08
2882795,1,1420.056,2632,7366,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1423.896,3294,7834,control,1,Blue,CG,TheMountain,TOP,Chogath,CG,HMB,16.1,2026-01-08
2882795,1,1425.633,4626,8478,blueTrinket,4,Blue,CG,Piskhello,BOT,Corki,CG,HMB,16.1,2026-01-08
2882795,1,1429.287,3038,9090,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1435.364,3374,11350,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1442.176,3860,10076,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,1449.156,4298,9878,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1450.859,5472,10407,control,2,Blue,CG,Fragola,JGL,Jayce,CG,HMB,16.1,2026-01-08
2882795,1,1451.426,6266,10172,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,1454.738,8228,10196,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,1480.961,7416,8900,control,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1483.765,6686,8704,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1499.062,4914,8540,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1502.769,8588,8516,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,1503.37,3176,9054,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1506.075,4154,10088,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1508.448,6478,8612,control,3,Blue,CG,Bisgaard,MID,Akali,CG,HMB,16.1,2026-01-08
2882795,1,1522.075,4962,8608,control,1,Blue,CG,TheMountain,TOP,Chogath,CG,HMB,16.1,2026-01-08
2882795,1,1534.809,6730,11496,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1537.347,8196,8080,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,1539.417,8242,10210,control,7,Red,HMB,adi1,JGL,XinZhao,CG,HMB,16.1,2026-01-08
2882795,1,1540.653,6518,9188,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,1550.303,6858,9398,control,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1554.177,6498,8550,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1564.062,8500,4832,blueTrinket,4,Blue,CG,Piskhello,BOT,Corki,CG,HMB,16.1,2026-01-08
2882795,1,1566.132,3310,11318,blueTrinket,8,Red,HMB,Vigil,MID,Orianna,CG,HMB,16.1,2026-01-08
2882795,1,1567.668,6664,6812,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1571.65,4944,8498,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1572.084,6520,6682,control,4,Blue,CG,Piskhello,BOT,Corki,CG,HMB,16.1,2026-01-08
2882795,1,1614.672,6274,10207,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,1624.626,4902,8748,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,1629.034,4886,8892,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,1644.234,6286,10140,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,1687.628,10054,6012,control,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1688.43,8832,6546,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1694.748,10332,4136,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,1696.518,8318,3564,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1699.022,11800,4830,control,2,Blue,CG,Fragola,JGL,Jayce,CG,HMB,16.1,2026-01-08
2882795,1,1701.16,10024,6010,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,1701.627,6548,4804,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1703.697,8748,6362,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,1705.3,7372,3186,blueTrinket,4,Blue,CG,Piskhello,BOT,Corki,CG,HMB,16.1,2026-01-08
2882795,1,1720.261,8526,4808,control,2,Blue,CG,Fragola,JGL,Jayce,CG,HMB,16.1,2026-01-08
2882795,1,1730.554,6694,4372,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,1744.86,7601,4269,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1744.96,7728,4088,blueTrinket,9,Red,HMB,Tyrone,BOT,Yunara,CG,HMB,16.1,2026-01-08
2882795,1,1761.422,11550,3854,blueTrinket,8,Red,HMB,Vigil,MID,Orianna,CG,HMB,16.1,2026-01-08
2882795,1,1764.428,10086,6066,control,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1798.572,6552,8642,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1800.576,6254,8356,control,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,1802.346,5673,9507,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1804.75,6302,10112,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,1807.856,7136,9450,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1815.102,6640,8700,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1817.874,6158,10378,control,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1834.076,7818,11852,control,8,Red,HMB,Vigil,MID,Orianna,CG,HMB,16.1,2026-01-08
2882795,1,1836.18,8090,8776,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,1838.05,7086,9894,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,1844.059,6544,11380,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,1869.273,6324,10096,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1878.991,7778,11792,blueTrinket,4,Blue,CG,Piskhello,BOT,Corki,CG,HMB,16.1,2026-01-08
2882795,1,1879.124,6200,10322,control,2,Blue,CG,Fragola,JGL,Jayce,CG,HMB,16.1,2026-01-08
2882795,1,1898.445,4932,8614,blueTrinket,8,Red,HMB,Vigil,MID,Orianna,CG,HMB,16.1,2026-01-08
2882795,1,1898.545,4950,8818,control,6,Red,HMB,APP,TOP,KSante,CG,HMB,16.1,2026-01-08
2882795,1,1908.63,6794,8972,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,1934.315,10164,5916,control,3,Blue,CG,Bisgaard,MID,Akali,CG,HMB,16.1,2026-01-08
2882795,1,1952.38,10024,7722,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1958.565,11742,5984,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1963.311,12958,5922,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,1968.788,14048,7086,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1973.363,11718,9170,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,1975.243,12428,8607,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,1982.724,9460,8516,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,1996.186,10302,6232,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,2019.329,4886,8724,control,2,Blue,CG,Fragola,JGL,Jayce,CG,HMB,16.1,2026-01-08
2882795,1,2026.414,6778,11452,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,2029.386,5723,12157,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,2038.74,6300,10100,sight,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,2040.075,7052,9298,sight,10,Red,HMB,Click,SUP,Poppy,CG,HMB,16.1,2026-01-08
2882795,1,2040.276,5114,10162,blueTrinket,8,Red,HMB,Vigil,MID,Orianna,CG,HMB,16.1,2026-01-08
2882795,1,2041.177,4944,10158,control,5,Blue,CG,CENTU,SUP,Leona,CG,HMB,16.1,2026-01-08
2882795,1,2046.387,5088,10178,blueTrinket,9,Red,HMB,Tyrone,BOT,Yunara,CG,HMB,16.1,2026-01-08
2882795,1,2046.487,6502,8586,control,7,Red,HMB,adi1,JGL,XinZhao,CG,HMB,16.1,2026-01-08
