series_id,game_num,blue_team,red_team,team,opp_team,side,player,champion,draft_champion,role,pick_order,pick_turn_global,pick_phase,win,result
2883361,1,BFX,T1,BFX,T1,Blue,VicLa,Orianna,Orianna,MID,6,12.0,1.0,True,Win
2883361,1,BFX,T1,BFX,T1,Blue,Diable,Aphelios,Aphelios,BOT,7,17.0,2.0,True,Win
2883361,1,BFX,T1,T1,BFX,Red,Peyz,Jinx,Jinx,BOT,8,18.0,2.0,False,Loss
2883361,1,BFX,T1,T1,BFX,Red,Keria,Thresh,Thresh,SUP,9,19.0,2.0,False,Loss
2883361,1,BFX,T1,BFX,T1,Blue,Kellin,Lulu,Lulu,SUP,10,20.0,2.0,True,Win
2883361,2,BFX,T1,T1,BFX,Red,Doran,RekSai,Varus,TOP,1,7.0,1.0,True,Win
2883361,2,BFX,T1,BFX,T1,Blue,Clear,Renekton,Jarvan IV,TOP,2,8.0,1.0,False,Loss
2883361,2,BFX,T1,BFX,T1,Blue,Raptor,JarvanIV,Ahri,JGL,3,9.0,1.0,False,Loss
2883361,2,BFX,T1,T1,BFX,Red,Oner,Ambessa,Ambessa,JGL,4,10.0,1.0,True,Win
2883361,2,BFX,T1,T1,BFX,Red,Faker,Sylas,Sylas,MID,5,11.0,1.0,True,Win
2883361,2,BFX,T1,BFX,T1,Blue,VicLa,Ahri,Renekton,MID,6,12.0,1.0,False,Loss
2883361,2,BFX,T1,BFX,T1,Blue,Diable,Sivir,Sivir,BOT,7,17.0,2.0,False,Loss
2883361,2,BFX,T1,T1,BFX,Red,Peyz,Varus,Alistar,BOT,8,18.0,2.0,True,Win
2883361,2,BFX,T1,T1,BFX,Red,Keria,Alistar,Rek'Sai,SUP,9,19.0,2.0,True,Win
2883361,2,BFX,T1,BFX,T1,Blue,Kellin,Poppy,Poppy,SUP,10,20.0,2.0,False,Loss
2883361,3,T1,BFX,BFX,T1,Red,Clear,Ryze,Ryze,TOP,1,7.0,1.0,True,Win
2883361,3,T1,BFX,T1,BFX,Blue,Doran,Kennen,Anivia,TOP,2,8.0,1.0,False,Loss
2883361,3,T1,BFX,T1,BFX,Blue,Oner,MonkeyKing,Wukong,JGL,3,9.0,1.0,False,Loss
2883361,3,T1,BFX,BFX,T1,Red,Raptor,Maokai,Ashe,JGL,4,10.0,1.0,True,Win
2883361,3,T1,BFX,BFX,T1,Red,VicLa,Yone,Seraphine,MID,5,11.0,1.0,True,Win
2883361,3,T1,BFX,T1,BFX,Blue,Faker,Anivia,Kennen,MID,6,12.0,1.0,False,Loss
2883361,3,T1,BFX,T1,BFX,Blue,Peyz,Jhin,Jhin,BOT,7,17.0,2.0,False,Loss
2883361,3,T1,BFX,BFX,T1,Red,Diable,Ashe,Yone,BOT,8,18.0,2.0,True,Win
2883361,3,T1,BFX,BFX,T1,Red,Kellin,Seraphine,Maokai,SUP,9,19.0,2.0,True,Win
2883361,3,T1,BFX,T1,BFX,Blue,Keria,Rakan,Rakan,SUP,10,20.0,2.0,False,Loss
2883361,4,BFX,T1,BFX,T1,Blue,Clear,Gnar,Lucian,TOP,1,7.0,1.0,True,Win
2883361,4,BFX,T1,T1,BFX,Red,Doran,Jax,Aurora,TOP,2,8.0,1.0,False,Loss
2883361,4,BFX,T1,T1,BFX,Red,Oner,Malphite,Yunara,JGL,3,9.0,1.0,False,Loss
2883361,4,BFX,T1,BFX,T1,Blue,Raptor,Trundle,Milio,JGL,4,10.0,1.0,True,Win
2883361,4,BFX,T1,BFX,T1,Blue,VicLa,TwistedFate,Twisted Fate,MID,5,11.0,1.0,True,Win
2883361,4,BFX,T1,T1,BFX,Red,Faker,Aurora,Nautilus,MID,6,12.0,1.0,False,Loss
2883361,4,BFX,T1,T1,BFX,Red,Peyz,Yunara,Malphite,BOT,7,17.0,2.0,False,Loss
2883361,4,BFX,T1,BFX,T1,Blue,Diable,Lucian,Gnar,BOT,8,18.0,2.0,True,Win
2883361,4,BFX,T1,BFX,T1,Blue,Kellin,Milio,Trundle,SUP,9,19.0,2.0,True,Win
2883361,4,BFX,T1,T1,BFX,Red,Keria,Nautilus,Jax,SUP,10,20.0,2.0,False,Loss
2883362,1,DK,GEN,GEN,DK,Red,Kiin,Rumble,Rumble,TOP,1,7.0,1.0,True,Win
2883362,1,DK,GEN,DK,GEN,Blue,Siwoo,Ornn,Azir,TOP,2,8.0,1.0,False,Loss
2883362,1,DK,GEN,DK,GEN,Blue,Lucid,JarvanIV,Jarvan IV,JGL,3,9.0,1.0,False,Loss
2883362,1,DK,GEN,GEN,DK,Red,Canyon,Vi,Vi,JGL,4,10.0,1.0,True,Win
2883362,1,DK,GEN,GEN,DK,Red,Chovy,Taliyah,Taliyah,MID,5,11.0,1.0,True,Win
2883362,1,DK,GEN,DK,GEN,Blue,ShowMaker,Azir,Ornn,MID,6,12.0,1.0,False,Loss
2883362,1,DK,GEN,DK,GEN,Blue,Smash,Ezreal,Ezreal,BOT,7,17.0,2.0,False,Loss
2883362,1,DK,GEN,GEN,DK,Red,Ruler,Jhin,Jhin,BOT,8,18.0,2.0,True,Win
2883362,1,DK,GEN,GEN,DK,Red,Duro,Rakan,Rakan,SUP,9,19.0,2.0,True,Win
2883362,1,DK,GEN,DK,GEN,Blue,Career,Yuumi,Leona,SUP,10,20.0,2.0,False,Loss
2883362,2,DK,GEN,DK,GEN,Blue,Siwoo,Gwen,Yunara,TOP,1,7.0,1.0,True,Win
2883362,2,DK,GEN,GEN,DK,Red,Kiin,Jayce,Corki,TOP,2,8.0,1.0,False,Loss
2883362,2,DK,GEN,GEN,DK,Red,Canyon,XinZhao,Xin Zhao,JGL,3,9.0,1.0,False,Loss
2883362,2,DK,GEN,DK,GEN,Blue,Lucid,MonkeyKing,Wukong,JGL,4,10.0,1.0,True,Win
2883362,2,DK,GEN,DK,GEN,Blue,ShowMaker,Cassiopeia,Gwen,MID,5,11.0,1.0,True,Win
2883362,2,DK,GEN,GEN,DK,Red,Chovy,Ahri,Ahri,MID,6,12.0,1.0,False,Loss
2883362,2,DK,GEN,GEN,DK,Red,Ruler,Corki,Jayce,BOT,7,17.0,2.0,False,Loss
2883362,2,DK,GEN,DK,GEN,Blue,Smash,Yunara,Lulu,BOT,8,18.0,2.0,True,Win
2883362,2,DK,GEN,DK,GEN,Blue,Career,Lulu,Cassiopeia,SUP,9,19.0,2.0,True,Win
2883362,2,DK,GEN,GEN,DK,Red,Duro,Nami,Nami,SUP,10,20.0,2.0,False,Loss
2883362,3,DK,GEN,GEN,DK,Red,Kiin,Zaahen,Ryze,TOP,1,7.0,1.0,True,Win
2883362,3,DK,GEN,DK,GEN,Blue,Siwoo,Jax,Ashe,TOP,2,8.0,1.0,False,Loss
2883362,3,DK,GEN,DK,GEN,Blue,Lucid,DrMundo,Dr. Mundo,JGL,3,9.0,1.0,False,Loss
2883362,3,DK,GEN,GEN,DK,Red,Canyon,Pantheon,Pantheon,JGL,4,10.0,1.0,True,Win
2883362,3,DK,GEN,GEN,DK,Red,Chovy,Ryze,Zaahen,MID,5,11.0,1.0,True,Win
2883362,3,DK,GEN,DK,GEN,Blue,ShowMaker,Malzahar,Seraphine,MID,6,12.0,1.0,False,Loss
2883362,3,DK,GEN,DK,GEN,Blue,Smash,Ashe,Jax,BOT,7,17.0,2.0,False,Loss
2883362,3,DK,GEN,GEN,DK,Red,Ruler,Kalista,Kalista,BOT,8,18.0,2.0,True,Win
2883362,3,DK,GEN,GEN,DK,Red,Duro,Renata,Renata Glasc,SUP,9,19.0,2.0,True,Win
2883362,3,DK,GEN,DK,GEN,Blue,Career,Seraphine,Twisted Fate,SUP,10,20.0,2.0,False,Loss
2883362,4,GEN,DK,GEN,DK,Blue,Kiin,RekSai,Aurora,TOP,1,7.0,1.0,True,Win
2883362,4,GEN,DK,DK,GEN,Red,Siwoo,Sion,Sion,TOP,2,8.0,1.0,False,Loss
2883362,4,GEN,DK,DK,GEN,Red,Lucid,Aatrox,Aphelios,JGL,3,9.0,1.0,False,Loss
2883362,4,GEN,DK,GEN,DK,Blue,Canyon,Nocturne,Nocturne,JGL,4,10.0,1.0,True,Win
2883362,4,GEN,DK,GEN,DK,Blue,Chovy,Aurora,Rek'Sai,MID,5,11.0,1.0,True,Win
2883362,4,GEN,DK,DK,GEN,Red,ShowMaker,Anivia,Thresh,MID,6,12.0,1.0,False,Loss
2883362,4,GEN,DK,DK,GEN,Red,Smash,Aphelios,Aatrox,BOT,7,17.0,2.0,False,Loss
2883362,4,GEN,DK,GEN,DK,Blue,Ruler,MissFortune,Miss Fortune,BOT,8,18.0,2.0,True,Win
2883362,4,GEN,DK,GEN,DK,Blue,Duro,Rell,Rell,SUP,9,19.0,2.0,True,Win
2883362,4,GEN,DK,DK,GEN,Red,Career,Thresh,Akali,SUP,10,20.0,2.0,False,Loss
2883364,1,DNS,DK,DK,DNS,Red,Siwoo,Ambessa,Ambessa,TOP,1,7.0,1.0,True,Win
2883364,1,DNS,DK,DNS,DK,Blue,DuDu,Gwen,Corki,TOP,2,8.0,1.0,False,Loss
2883364,1,DNS,DK,DNS,DK,Blue,Pyosik,Vi,Vi,JGL,3,9.0,1.0,False,Loss
2883364,1,DNS,DK,DK,DNS,Red,Lucid,XinZhao,Ezreal,JGL,4,10.0,1.0,True,Win
2883364,1,DNS,DK,DK,DNS,Red,ShowMaker,Azir,Azir,MID,5,11.0,1.0,True,Win
2883364,1,DNS,DK,DNS,DK,Blue,Clozer,Taliyah,Taliyah,MID,6,12.0,1.0,False,Loss
2883364,1,DNS,DK,DNS,DK,Blue,deokdam,Corki,Nautilus,BOT,7,17.0,2.0,False,Loss
2883364,1,DNS,DK,DK,DNS,Red,Smash,Ezreal,Xin Zhao,BOT,8,18.0,2.0,True,Win
2883364,1,DNS,DK,DK,DNS,Red,Career,Leona,Leona,SUP,9,19.0,2.0,True,Win
2883364,1,DNS,DK,DNS,DK,Blue,Peter,Nautilus,Gwen,SUP,10,20.0,2.0,False,Loss
2883364,2,DK,DNS,DNS,DK,Red,DuDu,Rumble,Rumble,TOP,1,7.0,1.0,False,Loss
2883364,2,DK,DNS,DK,DNS,Blue,Siwoo,KSante,Ryze,TOP,2,8.0,1.0,True,Win
2883364,2,DK,DNS,DK,DNS,Blue,Lucid,JarvanIV,Jarvan IV,JGL,3,9.0,1.0,True,Win
2883364,2,DK,DNS,DNS,DK,Red,Pyosik,Sejuani,Sejuani,JGL,4,10.0,1.0,False,Loss
2883364,2,DK,DNS,DNS,DK,Red,Clozer,Yone,Yone,MID,5,11.0,1.0,False,Loss
2883364,2,DK,DNS,DK,DNS,Blue,ShowMaker,Ryze,K'Sante,MID,6,12.0,1.0,True,Win
2883364,2,DK,DNS,DK,DNS,Blue,Smash,Aphelios,Aphelios,BOT,7,17.0,2.0,True,Win
2883364,2,DK,DNS,DNS,DK,Red,deokdam,Kalista,Kalista,BOT,8,18.0,2.0,False,Loss
2883364,2,DK,DNS,DNS,DK,Red,Peter,Renata,Renata Glasc,SUP,9,19.0,2.0,False,Loss
2883364,2,DK,DNS,DK,DNS,Blue,Career,Lulu,Lulu,SUP,10,20.0,2.0,True,Win
2883364,3,DK,DNS,DK,DNS,Blue,Siwoo,Aurora,Aurora,TOP,1,7.0,1.0,False,Loss
2883364,3,DK,DNS,DNS,DK,Red,DuDu,Renekton,Varus,TOP,2,8.0,1.0,True,Win
2883364,3,DK,DNS,DNS,DK,Red,Pyosik,MonkeyKing,Wukong,JGL,3,9.0,1.0,True,Win
2883364,3,DK,DNS,DK,DNS,Blue,Lucid,LeeSin,Lee Sin,JGL,4,10.0,1.0,False,Loss
2883364,3,DK,DNS,DK,DNS,Blue,ShowMaker,Leblanc,Bard,MID,5,11.0,1.0,False,Loss
2883364,3,DK,DNS,DNS,DK,Red,Clozer,Galio,Rakan,MID,6,12.0,1.0,True,Win
2883364,3,DK,DNS,DNS,DK,Red,deokdam,Varus,Renekton,BOT,7,17.0,2.0,True,Win
2883364,3,DK,DNS,DK,DNS,Blue,Smash,Jhin,Jhin,BOT,8,18.0,2.0,False,Loss
2883364,3,DK,DNS,DK,DNS,Blue,Career,Bard,LeBlanc,SUP,9,19.0,2.0,False,Loss
2883364,3,DK,DNS,DNS,DK,Red,Peter,Rakan,Galio,SUP,10,20.0,2.0,True,Win
2883364,4,DNS,DK,DK,DNS,Red,Siwoo,Sion,Ahri,TOP,1,7.0,1.0,True,Win
2883364,4,DNS,DK,DNS,DK,Blue,DuDu,Kennen,Yunara,TOP,2,8.0,1.0,False,Loss
2883364,4,DNS,DK,DNS,DK,Blue,Pyosik,Naafiri,Neeko,JGL,3,9.0,1.0,False,Loss
2883364,4,DNS,DK,DK,DNS,Red,Lucid,Aatrox,Ashe,JGL,4,10.0,1.0,True,Win
2883364,4,DNS,DK,DK,DNS,Red,ShowMaker,Ahri,Seraphine,MID,5,11.0,1.0,True,Win
2883364,4,DNS,DK,DNS,DK,Blue,Clozer,Viktor,Kennen,MID,6,12.0,1.0,False,Loss
2883364,4,DNS,DK,DNS,DK,Blue,deokdam,Yunara,Naafiri,BOT,7,17.0,2.0,False,Loss
2883364,4,DNS,DK,DK,DNS,Red,Smash,Ashe,Sion,BOT,8,18.0,2.0,True,Win
2883364,4,DNS,DK,DK,DNS,Red,Career,Seraphine,Aatrox,SUP,9,19.0,2.0,True,Win
2883364,4,DNS,DK,DNS,DK,Blue,Peter,Neeko,Viktor,SUP,10,20.0,2.0,False,Loss
2883365,1,GEN,BFX,GEN,BFX,Blue,Kiin,RekSai,Varus,TOP,1,7.0,1.0,True,Win
2883365,1,GEN,BFX,BFX,GEN,Red,Clear,Ambessa,Pantheon,TOP,2,8.0,1.0,False,Loss
2883365,1,GEN,BFX,BFX,GEN,Red,Raptor,Pantheon,Azir,JGL,3,9.0,1.0,False,Loss
2883365,1,GEN,BFX,GEN,BFX,Blue,Canyon,Vi,Taliyah,JGL,4,10.0,1.0,True,Win
2883365,1,GEN,BFX,GEN,BFX,Blue,Chovy,Taliyah,Vi,MID,5,11.0,1.0,True,Win
2883365,1,GEN,BFX,BFX,GEN,Red,VicLa,Azir,Ambessa,MID,6,12.0,1.0,False,Loss
2883365,1,GEN,BFX,BFX,GEN,Red,Diable,Jhin,Jhin,BOT,7,17.0,2.0,False,Loss
2883365,1,GEN,BFX,GEN,BFX,Blue,Ruler,Varus,Rakan,BOT,8,18.0,2.0,True,Win
2883365,1,GEN,BFX,GEN,BFX,Blue,Duro,Rakan,Rek'Sai,SUP,9,19.0,2.0,True,Win
2883365,1,GEN,BFX,BFX,GEN,Red,Kellin,Poppy,Poppy,SUP,10,20.0,2.0,False,Loss
2883365,2,GEN,BFX,GEN,BFX,Blue,Kiin,Zaahen,Aurora,TOP,1,7.0,1.0,True,Win
2883365,2,GEN,BFX,BFX,GEN,Red,Clear,Sion,Xin Zhao,TOP,2,8.0,1.0,False,Loss
2883365,2,GEN,BFX,BFX,GEN,Red,Raptor,XinZhao,Lucian,JGL,3,9.0,1.0,False,Loss
2883365,2,GEN,BFX,GEN,BFX,Blue,Canyon,MonkeyKing,Ashe,JGL,4,10.0,1.0,True,Win
2883365,2,GEN,BFX,GEN,BFX,Blue,Chovy,Aurora,Seraphine,MID,5,11.0,1.0,True,Win
2883365,2,GEN,BFX,BFX,GEN,Red,VicLa,Ahri,Milio,MID,6,12.0,1.0,False,Loss
2883365,2,GEN,BFX,BFX,GEN,Red,Diable,Lucian,Sion,BOT,7,17.0,2.0,False,Loss
2883365,2,GEN,BFX,GEN,BFX,Blue,Ruler,Ashe,Wukong,BOT,8,18.0,2.0,True,Win
2883365,2,GEN,BFX,GEN,BFX,Blue,Duro,Seraphine,Zaahen,SUP,9,19.0,2.0,True,Win
2883365,2,GEN,BFX,BFX,GEN,Red,Kellin,Milio,Ahri,SUP,10,20.0,2.0,False,Loss
2883365,3,GEN,BFX,BFX,GEN,Red,Clear,Gwen,Twisted Fate,TOP,1,7.0,1.0,True,Win
2883365,3,GEN,BFX,GEN,BFX,Blue,Kiin,Gnar,Mel,TOP,2,8.0,1.0,False,Loss
2883365,3,GEN,BFX,GEN,BFX,Blue,Canyon,Aatrox,Yunara,JGL,3,9.0,1.0,False,Loss
2883365,3,GEN,BFX,BFX,GEN,Red,Raptor,DrMundo,Ezreal,JGL,4,10.0,1.0,True,Win
2883365,3,GEN,BFX,BFX,GEN,Red,VicLa,TwistedFate,Karma,MID,5,11.0,1.0,True,Win
2883365,3,GEN,BFX,GEN,BFX,Blue,Chovy,Mel,Lulu,MID,6,12.0,1.0,False,Loss
2883365,3,GEN,BFX,GEN,BFX,Blue,Ruler,Yunara,Aatrox,BOT,7,17.0,2.0,False,Loss
2883365,3,GEN,BFX,BFX,GEN,Red,Diable,Ezreal,Dr. Mundo,BOT,8,18.0,2.0,True,Win
2883365,3,GEN,BFX,BFX,GEN,Red,Kellin,Karma,Gwen,SUP,9,19.0,2.0,True,Win
2883365,3,GEN,BFX,GEN,BFX,Blue,Duro,Lulu,Gnar,SUP,10,20.0,2.0,False,Loss
2883365,4,GEN,BFX,GEN,BFX,Blue,Kiin,Renekton,Renekton,TOP,1,7.0,1.0,True,Win
2883365,4,GEN,BFX,BFX,GEN,Red,Clear,Ornn,Aphelios,TOP,2,8.0,1.0,False,Loss
2883365,4,GEN,BFX,BFX,GEN,Red,Raptor,JarvanIV,Jarvan IV,JGL,3,9.0,1.0,False,Loss
2883365,4,GEN,BFX,GEN,BFX,Blue,Canyon,Nidalee,Nidalee,JGL,4,10.0,1.0,True,Win
2883365,4,GEN,BFX,GEN,BFX,Blue,Chovy,Zoe,Zoe,MID,5,11.0,1.0,True,Win
2883365,4,GEN,BFX,BFX,GEN,Red,VicLa,Syndra,Thresh,MID,6,12.0,1.0,False,Loss
2883365,4,GEN,BFX,BFX,GEN,Red,Diable,Aphelios,Syndra,BOT,7,17.0,2.0,False,Loss
2883365,4,GEN,BFX,GEN,BFX,Blue,Ruler,Jinx,Nautilus,BOT,8,18.0,2.0,True,Win
2883365,4,GEN,BFX,GEN,BFX,Blue,Duro,Nautilus,Jinx,SUP,9,19.0,2.0,True,Win
2883365,4,GEN,BFX,BFX,GEN,Red,Kellin,Thresh,Ornn,SUP,10,20.0,2.0,False,Loss
2883366,1,DK,T1,T1,DK,Red,Doran,Rumble,Rumble,TOP,1,7.0,1.0,True,Win
2883366,1,DK,T1,DK,T1,Blue,Siwoo,KSante,Orianna,TOP,2,8.0,1.0,False,Loss
2883366,1,DK,T1,DK,T1,Blue,Lucid,JarvanIV,Jarvan IV,JGL,3,9.0,1.0,False,Loss
2883366,1,DK,T1,T1,DK,Red,Oner,XinZhao,Azir,JGL,4,10.0,1.0,True,Win
2883366,1,DK,T1,T1,DK,Red,Faker,Azir,Xin Zhao,MID,5,11.0,1.0,True,Win
2883366,1,DK,T1,DK,T1,Blue,ShowMaker,Orianna,K'Sante,MID,6,12.0,1.0,False,Loss
2883366,1,DK,T1,DK,T1,Blue,Smash,Ashe,Ashe,BOT,7,17.0,2.0,False,Loss
2883366,1,DK,T1,T1,DK,Red,Peyz,Zeri,Zeri,BOT,8,18.0,2.0,True,Win
2883366,1,DK,T1,T1,DK,Red,Keria,Yuumi,Yuumi,SUP,9,19.0,2.0,True,Win
2883366,1,DK,T1,DK,T1,Blue,Career,Seraphine,Seraphine,SUP,10,20.0,2.0,False,Loss
2883366,2,DK,T1,T1,DK,Red,Doran,Jayce,Pantheon,TOP,1,7.0,1.0,True,Win
2883366,2,DK,T1,DK,T1,Blue,Siwoo,Sion,Ryze,TOP,2,8.0,1.0,False,Loss
2883366,2,DK,T1,DK,T1,Blue,Lucid,LeeSin,Lee Sin,JGL,3,9.0,1.0,False,Loss
2883366,2,DK,T1,T1,DK,Red,Oner,Pantheon,Jayce,JGL,4,10.0,1.0,True,Win
2883366,2,DK,T1,T1,DK,Red,Faker,Taliyah,Taliyah,MID,5,11.0,1.0,True,Win
2883366,2,DK,T1,DK,T1,Blue,ShowMaker,Ryze,Sion,MID,6,12.0,1.0,False,Loss
2883366,2,DK,T1,DK,T1,Blue,Smash,Ezreal,Ezreal,BOT,7,17.0,2.0,False,Loss
2883366,2,DK,T1,T1,DK,Red,Peyz,Yunara,Yunara,BOT,8,18.0,2.0,True,Win
2883366,2,DK,T1,T1,DK,Red,Keria,Karma,Karma,SUP,9,19.0,2.0,True,Win
2883366,2,DK,T1,DK,T1,Blue,Career,Blitzcrank,Blitzcrank,SUP,10,20.0,2.0,False,Loss
2883366,3,T1,DK,DK,T1,Red,Siwoo,Olaf,Ambessa,TOP,1,7.0,1.0,True,Win
2883366,3,T1,DK,T1,DK,Blue,Doran,Renekton,Aphelios,TOP,2,8.0,1.0,False,Loss
2883366,3,T1,DK,T1,DK,Blue,Oner,Khazix,Lulu,JGL,3,9.0,1.0,False,Loss
2883366,3,T1,DK,DK,T1,Red,Lucid,Ambessa,Lucian,JGL,4,10.0,1.0,True,Win
2883366,3,T1,DK,DK,T1,Red,ShowMaker,Ahri,Nami,MID,5,11.0,1.0,True,Win
2883366,3,T1,DK,T1,DK,Blue,Faker,TwistedFate,Renekton,MID,6,12.0,1.0,False,Loss
2883366,3,T1,DK,T1,DK,Blue,Peyz,Aphelios,Twisted Fate,BOT,7,17.0,2.0,False,Loss
2883366,3,T1,DK,DK,T1,Red,Smash,Lucian,Ahri,BOT,8,18.0,2.0,True,Win
2883366,3,T1,DK,DK,T1,Red,Career,Nami,Olaf,SUP,9,19.0,2.0,True,Win
2883366,3,T1,DK,T1,DK,Blue,Keria,Lulu,Kha'Zix,SUP,10,20.0,2.0,False,Loss
2883366,4,DK,T1,T1,DK,Red,Doran,Sylas,Varus,TOP,1,7.0,1.0,False,Loss
2883366,4,DK,T1,DK,T1,Blue,Siwoo,Gnar,Wukong,TOP,2,8.0,1.0,True,Win
2883366,4,DK,T1,DK,T1,Blue,Lucid,MonkeyKing,Sivir,JGL,3,9.0,1.0,True,Win
2883366,4,DK,T1,T1,DK,Red,Oner,Zaahen,Zaahen,JGL,4,10.0,1.0,False,Loss
2883366,4,DK,T1,T1,DK,Red,Faker,Galio,Galio,MID,5,11.0,1.0,False,Loss
2883366,4,DK,T1,DK,T1,Blue,ShowMaker,Cassiopeia,Gnar,MID,6,12.0,1.0,True,Win
2883366,4,DK,T1,DK,T1,Blue,Smash,Sivir,Alistar,BOT,7,17.0,2.0,True,Win
2883366,4,DK,T1,T1,DK,Red,Peyz,Varus,Sylas,BOT,8,18.0,2.0,False,Loss
2883366,4,DK,T1,T1,DK,Red,Keria,Rakan,Rakan,SUP,9,19.0,2.0,False,Loss
2883366,4,DK,T1,DK,T1,Blue,Career,Alistar,Cassiopeia,SUP,10,20.0,2.0,True,Win
2883366,5,DK,T1,T1,DK,Red,Doran,Kennen,Kennen,TOP,1,7.0,1.0,False,Loss
2883366,5,DK,T1,DK,T1,Blue,Siwoo,Gwen,Gwen,TOP,2,8.0,1.0,True,Win
2883366,5,DK,T1,DK,T1,Blue,Lucid,Maokai,Neeko,JGL,3,9.0,1.0,True,Win
2883366,5,DK,T1,T1,DK,Red,Oner,Aatrox,Kalista,JGL,4,10.0,1.0,False,Loss
2883366,5,DK,T1,T1,DK,Red,Faker,Anivia,Renata Glasc,MID,5,11.0,1.0,False,Loss
2883366,5,DK,T1,DK,T1,Blue,ShowMaker,Tristana,Miss Fortune,MID,6,12.0,1.0,True,Win
2883366,5,DK,T1,DK,T1,Blue,Smash,MissFortune,Maokai,BOT,7,17.0,2.0,True,Win
2883366,5,DK,T1,T1,DK,Red,Peyz,Kalista,Anivia,BOT,8,18.0,2.0,False,Loss
2883366,5,DK,T1,T1,DK,Red,Keria,Renata,Aatrox,SUP,9,19.0,2.0,False,Loss
2883366,5,DK,T1,DK,T1,Blue,Career,Neeko,Tristana,SUP,10,20.0,2.0,True,Win
2883367,1,DK,BFX,DK,BFX,Blue,Siwoo,Sion,Azir,TOP,1,7.0,1.0,False,Loss
2883367,1,DK,BFX,BFX,DK,Red,Clear,Gnar,Varus,TOP,2,8.0,1.0,True,Win
2883367,1,DK,BFX,BFX,DK,Red,Raptor,JarvanIV,Jarvan IV,JGL,3,9.0,1.0,True,Win
2883367,1,DK,BFX,DK,BFX,Blue,Lucid,XinZhao,Xin Zhao,JGL,4,10.0,1.0,False,Loss
2883367,1,DK,BFX,DK,BFX,Blue,ShowMaker,Azir,Ezreal,MID,5,11.0,1.0,False,Loss
2883367,1,DK,BFX,BFX,DK,Red,VicLa,Taliyah,Taliyah,MID,6,12.0,1.0,True,Win
2883367,1,DK,BFX,BFX,DK,Red,Diable,Varus,Karma,BOT,7,17.0,2.0,True,Win
2883367,1,DK,BFX,DK,BFX,Blue,Smash,Ezreal,Yuumi,BOT,8,18.0,2.0,False,Loss
2883367,1,DK,BFX,DK,BFX,Blue,Career,Yuumi,Sion,SUP,9,19.0,2.0,False,Loss
2883367,1,DK,BFX,BFX,DK,Red,Kellin,Karma,Nilah,SUP,10,20.0,2.0,True,Win
2883367,2,BFX,DK,BFX,DK,Blue,Clear,Renekton,Ashe,TOP,1,7.0,1.0,True,Win
2883367,2,BFX,DK,DK,BFX,Red,Siwoo,Aurora,Wukong,TOP,2,8.0,1.0,False,Loss
2883367,2,BFX,DK,DK,BFX,Red,Lucid,MonkeyKing,Ziggs,JGL,3,9.0,1.0,False,Loss
2883367,2,BFX,DK,BFX,DK,Blue,Raptor,Trundle,Seraphine,JGL,4,10.0,1.0,True,Win
2883367,2,BFX,DK,BFX,DK,Blue,VicLa,Ryze,Ryze,MID,5,11.0,1.0,True,Win
2883367,2,BFX,DK,DK,BFX,Red,ShowMaker,Yone,Nautilus,MID,6,12.0,1.0,False,Loss
2883367,2,BFX,DK,DK,BFX,Red,Smash,Ziggs,Yone,BOT,7,17.0,2.0,False,Loss
2883367,2,BFX,DK,BFX,DK,Blue,Diable,Ashe,Renekton,BOT,8,18.0,2.0,True,Win
2883367,2,BFX,DK,BFX,DK,Blue,Kellin,Seraphine,Trundle,SUP,9,19.0,2.0,True,Win
2883367,2,BFX,DK,DK,BFX,Red,Career,Nautilus,Gwen,SUP,10,20.0,2.0,False,Loss
2883367,3,BFX,DK,DK,BFX,Red,Siwoo,Jax,Pantheon,TOP,1,7.0,1.0,False,Loss
2883367,3,BFX,DK,BFX,DK,Blue,Clear,KSante,Yunara,TOP,2,8.0,1.0,True,Win
2883367,3,BFX,DK,BFX,DK,Blue,Raptor,Nocturne,Lulu,JGL,3,9.0,1.0,True,Win
2883367,3,BFX,DK,DK,BFX,Red,Lucid,Pantheon,Corki,JGL,4,10.0,1.0,False,Loss
2883367,3,BFX,DK,DK,BFX,Red,ShowMaker,Zoe,Nami,MID,5,11.0,1.0,False,Loss
2883367,3,BFX,DK,BFX,DK,Blue,VicLa,Syndra,Nocturne,MID,6,12.0,1.0,True,Win
2883367,3,BFX,DK,BFX,DK,Blue,Diable,Yunara,K'Sante,BOT,7,17.0,2.0,True,Win
2883367,3,BFX,DK,DK,BFX,Red,Smash,Corki,Zoe,BOT,8,18.0,2.0,False,Loss
2883367,3,BFX,DK,DK,BFX,Red,Career,Nami,Jax,SUP,9,19.0,2.0,False,Loss
2883367,3,BFX,DK,BFX,DK,Blue,Kellin,Lulu,Syndra,SUP,10,20.0,2.0,True,Win
2883368,1,GEN,BFX,GEN,BFX,Blue,Kiin,Gwen,Ryze,TOP,1,7.0,1.0,True,Win
2883368,1,GEN,BFX,BFX,GEN,Red,Clear,Gnar,Varus,TOP,2,8.0,1.0,False,Loss
2883368,1,GEN,BFX,BFX,GEN,Red,Raptor,Pantheon,Pantheon,JGL,3,9.0,1.0,False,Loss
2883368,1,GEN,BFX,GEN,BFX,Blue,Canyon,JarvanIV,Gwen,JGL,4,10.0,1.0,True,Win
